Temperature (deg F),Relative Humidity (%),"Total Snow Depth ("")","Intermittent/Shot Snow ("")",,
48.24,79.98,51.97,-7999,0,0
49.94,76.35,50.93,-7999,0,0
51.17,76.89,49.99,-7999,0,0
52.5,74.7,50.83,-7999,0,0
54.57,73.93,52.47,-7999,0,0
57.97,64.44,50.78,-7999,0,0
58.58,61.92,51.45,-7999,0,0
59.81,57.02,50.91,-7999,0,0
57.48,62.47,52.99,-7999,0,0
54.9,62.74,52.25,-7999,0,0
56.5,57.08,51.98,-7999,0,0
56.53,55.47,53.13,-7999,0,0
54.61,54.2,53.73,-7999,0,0
49.85,63.08,54.23,-7999,0,0
49,65.95,54.48,-7999,0,0
47.05,68.83,54.85,-7999,0,0
45.83,73.26,54.85,-7999,0,0
45.09,71.76,54.71,-7999,0,0
44.97,75.78,54.71,-7999,0,0
45.7,74.42,54.92,-7999,0,0
45.58,75.99,54.98,-7999,0,0
45.21,75.51,54.71,-7999,0,0
45.58,76.67,54.85,-7999,0,0
45.46,78.24,54.65,-7999,0,0
44.35,82.2,54.58,-7999,0,0
45.09,81.5,54.65,-7999,0,0
45.92,79.51,54.9,-7999,0,0
47.15,79.03,54.43,-7999,0,0
46.53,80.1,55.17,-7999,0,0
47.51,81.2,55.04,-7999,0,0
46.29,80.1,54.77,-7999,0,0
46.41,82.2,55.17,-7999,0,0
43.83,87.6,55.31,-7999,0,0
45.92,88.3,54.63,-7999,0,0
45.06,89,54.77,-7999,0,0
43.73,88.2,55.54,-7999,0,0
43.62,86.5,55.65,-7999,0,0
43.86,84,55.92,-7999,0,0
42.63,90,56.46,-7999,0,0
42.39,87.4,55.79,-7999,0,0
42.76,87.6,56.06,-7999,0,0
43.74,79.47,56.32,-7999,0,0
43.88,75.94,55.82,-7999,0,0
42.78,78.4,56.41,-7999,0,0
43.03,79.29,56.41,-7999,0,0
41.43,86.9,56.74,-7999,0,0
39.59,93.5,56.74,-7999,0,0
39.47,96.6,55.94,-7999,0,0
39.34,99.8,55.6,-7999,0,0
38.49,99.8,56.14,-7999,0,0
39.22,100,55.13,-7999,0,0
39.69,98.7,54.58,-7999,0,0
40.06,99.9,56.18,-7999,0,0
38.96,99.9,55.49,-7999,0,0
38.59,99.8,56.17,-7999,0,0
38.59,99.9,56.23,-7999,0,0
39.21,99.9,55.63,-7999,0,0
38.1,99.9,55.17,-7999,0,0
38.7,99.9,55.45,-7999,0,0
39.32,99.8,54.18,-7999,0,0
39.7,99.9,56.23,-7999,0,0
38.98,99.9,56.27,-7999,0,0
37.63,99.8,56.47,-7999,0,0
35.93,99.9,56.63,-7999,0,0
35.31,99.9,56.37,-7999,0,0
35.8,99.8,57.05,-7999,0,0
36.05,100,57.04,-7999,0,0
35.8,100,57.18,-7999,0,0
35.92,99.9,57.59,-7999,0,0
36.04,99.9,57.59,-7999,0,0
36.52,99.9,57.48,-7999,0,0
37.26,99.8,57.35,-7999,0,0
37.63,99.8,56.41,-7999,0,0
37.5,99.9,55.26,-7999,0,0
37.75,99.8,57.82,-375.5,0.895449634,1
37.74,99.9,57.76,-362.1,0.897023586,1
38.46,99.9,55.51,-348.8,0.898585792,1
40.05,99.7,57.4,-7999,0,0
39.81,99.8,56.86,-7999,0,0
40.67,97.1,57.67,-7999,0,0
40.67,96.7,57.67,-7999,0,0
40.19,99.8,57.64,-7999,0,0
39.21,99.8,57.77,-7999,0,0
38.23,99.9,57.5,-7999,0,0
38.85,100,57.36,-431.8,0.888836685,1
39.2,99.9,57.78,-426.5,0.889459218,1
39.94,99.9,58.06,-419.4,0.890293178,1
40.93,99.9,57.04,-416.5,0.890633809,1
40.18,99.8,57.67,-402.5,0.892278237,1
40.67,98.8,57.94,-387.6,0.894028378,1
42.88,92.6,57.94,-7999,0,0
44.11,88.9,59.01,-7999,0,0
44.35,84,58.2,-7999,0,0
44.23,82.6,58.34,-7999,0,0
44.23,90.2,58.27,-7999,0,0
45.33,86.2,58.88,-7999,0,0
46.04,85.4,59.33,-7999,0,0
48.73,77.38,58.55,-7999,0,0
51.17,67.69,58.58,-7999,0,0
53.25,63.53,58.31,-7999,0,0
53.62,66.05,58.45,-7999,0,0
51.29,73.96,58.71,-7999,0,0
48.56,83.9,58.77,-7999,0,0
58.83,52.93,58.42,-7999,0,0
58.3,53.25,57.67,-7999,0,0
59.65,46.17,58.34,-7999,0,0
58.71,42.1,59.09,-7999,0,0
57.01,41.42,59.2,-7999,0,0
55.09,39.47,58.45,-7999,0,0
52.91,48.21,59.74,-7999,0,0
50.95,53.46,61.14,-7999,0,0
47.29,62.2,61.18,-7999,0,0
46.93,52.32,61.43,-7999,0,0
46.43,54.57,61.64,-7999,0,0
46.68,56.75,61.56,-7999,0,0
47.05,58.66,61.69,-7999,0,0
46.19,60.1,61.96,-7999,0,0
45.83,63.03,60.89,-7999,0,0
45.46,68.28,61.69,-7999,0,0
45.7,68.49,61.63,-7999,0,0
45.83,69.85,61.56,-7999,0,0
45.69,69.84,61.57,-7999,0,0
46.16,71.53,61.34,-7999,0,0
48.11,72.61,61.3,-7999,0,0
48.85,70.7,61.5,-7999,0,0
48.96,72.6,61.13,-7999,0,0
51.04,69.12,61.13,-7999,0,0
51.53,68.64,61.13,-7999,0,0
52.39,63.46,60.46,-7999,0,0
51.29,73.48,60.79,-7999,0,0
47.76,80.3,61.08,-399.3,0.892654106,1
46.04,87.2,60.27,-384,0.894451231,1
45.95,77.63,61.29,-344.3,0.899114358,1
42.03,96,62.08,-259.2,0.90911013,2
40.08,99.8,62.18,-221.8,0.913503101,2
38.24,99.9,62.04,-248.7,0.91034345,2
36.78,99.8,61.62,-196.1,0.9165218,2
36.9,100,61.55,-204.6,0.915523398,2
37.14,99.8,61.89,-142,0.922876339,2
37.14,99.9,61.5,-127.7,0.924556005,2
37.26,99.8,61.78,-136.6,0.923510618,2
38.85,99.8,61.58,-132.7,0.923968709,2
39.22,99.9,62.05,-153.7,0.921502067,2
39.59,100,62.18,-140.4,0.923064274,2
38.73,99.8,61.91,-130.4,0.924238865,2
40.3,99.9,62.16,-232.3,0.91226978,2
41.9,95.4,61.63,-336.6,0.900018793,2
42.26,94.5,62.5,-361,0.897152791,1
42.99,92.8,61.58,-259.6,0.909063146,2
44.33,87.6,62.68,-420.7,0.890140481,1
43.47,89.7,61.86,-403.3,0.89218427,1
43.22,88.9,61.08,-434.2,0.888554783,1
44.68,87.1,62.04,-7999,0,0
43.34,86.9,62.55,-7999,0,0
43.08,87.1,62.45,-7999,0,0
43.83,83.8,61.88,-443,0.887521143,1
42.88,83.8,62.9,310.3,0.976003101,2
40.82,88,62.85,309.6,0.97592088,2
39.35,92.3,63.12,393,0.98571697,2
37.65,94.4,63.61,421.5,0.989064556,2
35.07,96.8,63.74,415.8,0.988395039,2
36.18,99.8,63.47,406.2,0.987267431,2
36.17,99.9,63.82,402.9,0.986879816,2
36.55,99.9,63.87,402.4,0.986821086,2
36.05,99.9,63.47,406.2,0.987267431,2
33.11,99.9,63.47,405.2,0.987149972,2
32.61,99.8,63.47,404,0.987009021,2
32.86,99.9,63.47,406.3,0.987279177,2
32.98,100,63.47,404,0.987009021,2
32.86,99.9,63.34,405,0.98712648,2
33.34,99.8,63.5,403.7,0.986973783,2
34.8,99.9,63.39,376,0.983720165,2
38.46,98,63.84,336,0.9790218,2
40.05,96.8,63.24,273.3,0.971657113,2
41.16,97.9,63.44,310.7,0.976050085,2
41.04,97.2,63.51,301.1,0.974922477,2
41.77,92.5,63.84,334.6,0.978857358,2
40.91,93.1,63.44,354.2,0.981159556,2
41.53,92.6,63.71,342.6,0.979797031,2
41.16,94.4,63.51,343.5,0.979902744,2
41.28,93.1,63.57,357.8,0.981582409,2
39.84,96.3,63.72,344.6,0.980031949,2
38.73,95.7,63.25,364.3,0.982345894,2
37.38,95.9,64.45,376.4,0.983767149,2
36.65,99.8,64.05,356,0.981370983,2
36.27,100,64.26,341.8,0.979703063,2
38.49,99.8,64.19,308.7,0.975815166,2
38.98,99.9,64.06,354.1,0.981147811,2
39.21,97,63.4,343.7,0.979926236,2
40.07,96.3,64.76,263.4,0.970494268,2
40.91,94.6,64.65,249.2,0.968826348,2
40.91,94.5,64.38,230.7,0.966653355,2
41.41,94.3,63.17,206,0.963752114,2
41.53,93.5,64.51,174.7,0.960075644,2
43.1,90.8,64.43,109.6,0.952429055,2
46.77,82.8,64.17,80.7,0.949034486,2
47.61,79.55,64.62,59.54,0.946549051,2
49.81,69.59,64.5,32.65,0.943390575,2
53.62,45.67,63.95,16.75,0.941522975,2
49.42,52.88,64.47,26.55,0.942674074,2
52.36,49.54,64,8.98,0.940610318,2
50.8,54.26,63.94,8.7,0.940577429,2
47.39,64.85,64.7,72.37,0.948056051,2
43.49,71.28,65.59,188.9,0.961743563,2
42.88,77.08,66.12,237.6,0.967463823,2
41.04,80.2,66.66,289.1,0.973512967,2
40.2,82.2,66.54,327.7,0.97804689,2
39.22,85.6,66.61,333,0.978669423,2
38.73,87.1,65.6,345.4,0.980125916,2
39.47,83.4,66.34,329.2,0.978223078,2
38.98,85.4,65.94,330.3,0.978352283,2
39.71,83.7,65.6,330.4,0.978364029,2
39.34,84.5,66.34,341.8,0.979703063,2
39.46,89.9,66.36,318.8,0.977001503,2
41.67,81.9,65.69,286.6,0.97321932,2
41.66,73.95,66.11,256.2,0.969648562,2
41.77,66.58,66.66,195.5,0.962518793,2
41.9,68.14,66.26,186.6,0.961473407,2
43.49,66.1,66.53,142.9,0.956340444,2
44.94,63.35,66.71,115.8,0.953157301,2
47.73,52.42,66.49,86.4,0.949704003,2
49.2,45.88,66.36,87.2,0.94979797,2
49.92,49.34,66.13,124.4,0.95416745,2
50.4,48.18,66.55,281.4,0.972608532,2
50.64,49.61,66.01,388.9,0.985235388,2
47.36,59.1,66.7,300,0.974793272,2
46.52,63.54,66.2,368,0.982780492,2
43.62,75.65,66.66,386.6,0.984965232,2
40.2,82.1,66.14,474.9,0.995336873,2
36.64,92.1,67.15,502.7,0.998602236,2
36.42,97.3,67.16,486.6,0.996711145,2
33.35,99.9,67.37,429.4,0.989992483,2
33.35,99.9,67.7,406.8,0.987337906,2
33.35,99.9,67.7,402.4,0.986821086,2
33.47,99.9,67.77,395.7,0.98603411,2
33.47,99.9,67.7,387,0.985012216,2
33.11,99.9,67.77,395.7,0.98603411,2
33.35,100,67.77,382.4,0.984471904,2
33.6,99.8,67.64,376.3,0.983755403,2
33.11,99.9,67.9,394.7,0.985916651,2
33.97,99.8,68.04,394.1,0.985846176,2
34.33,99.9,67.97,401.8,0.986750611,2
34.21,99.9,67.91,415.2,0.988324563,2
35.42,94.9,67.67,444.9,0.991813099,2
35.78,95.7,67.82,408.7,0.987561079,2
35.54,96.7,68.22,285,0.973031385,2
35.78,96.8,67.95,143,0.956352189,2
35.41,100,68.36,153,0.957526781,2
36.03,99.8,68.63,133,0.955177598,2
35.41,99.7,68.64,163.8,0.958795339,2
36.52,98.1,68.09,163.2,0.958724864,2
36.15,99.9,67.41,203.2,0.963423229,2
35.18,99.9,68.6,267.4,0.970964104,2
35.3,99.8,68.33,244.7,0.968297782,2
35.55,100,68.27,243.7,0.968180323,2
36.4,100,67.94,233,0.966923511,2
36.4,100,68.76,248.6,0.968755873,2
37.13,99.8,68.63,228.5,0.966394945,2
37.5,100,69.03,188.4,0.961684834,2
38.12,99.8,69.03,190.5,0.961931498,2
38.36,100,69.16,169.1,0.959417873,2
38.85,100,69.31,200.7,0.963129581,2
40.07,99.9,69.46,185.5,0.961344202,2
40.8,99.9,69.19,452.4,0.992694042,2
40.42,99.9,69.21,473.4,0.995160684,2
41.41,99.8,68.81,483.1,0.996300038,2
41.77,99.9,68.94,511.4,0.999624131,2
41.77,99.9,69.48,510.4,0.999506672,2
42.14,99.9,67.87,-7999,0,0
42.36,99.8,68.99,-7999,0,0
45.66,94,68.75,403.3,0.986926799,2
48.85,87.4,69.15,404.4,0.987056005,2
46.41,88.6,69.66,462.4,0.993868634,2
47.13,86.4,69.55,415.9,0.988406784,2
46.16,87,68.99,440.7,0.991319771,2
46.16,88.9,70,509.2,0.999365721,2
45.21,90.8,70.16,-7999,0,0
43.25,98.3,70.69,512.5,0.999753336,2
42.39,99.9,70.82,499.1,0.998179384,2
41.65,99.9,70.96,489.7,0.997075268,2
41.28,99.8,70.96,499.5,0.998226367,2
41.16,99.9,70.82,465.9,0.994279741,2
41.41,99.9,70.68,484.2,0.996429243,2
41.29,99.8,71.07,500.5,0.998343826,2
40.81,99.9,71.07,484.7,0.996487972,2
40.81,99.9,71.06,504.1,0.998766679,2
41.05,99.8,71.33,499.4,0.998214621,2
40.93,99.8,71.06,-7999,0,0
40.44,99.9,71.06,489.9,0.99709876,2
40.43,99.9,71.35,-7999,0,0
40.3,96.9,71.36,502,0.998520015,2
41.41,92.2,71.23,469.1,0.99465561,2
43.36,82.1,71.24,452.6,0.992717534,2
44.32,74.26,71.54,477.4,0.995630521,2
45.3,68.93,71.16,-7999,0,0
46.63,64.28,71.32,507,0.999107311,2
47.48,59.37,70.85,472.3,0.995031479,2
46.98,57.12,70.94,418,0.988653449,2
49.69,57.12,71.53,414.2,0.988207104,2
49.71,59.31,71.31,136.6,0.955600451,2
47.54,66.1,71.49,272.7,0.971586638,2
43.4,80.5,72.25,422.7,0.989205506,2
39.23,88.4,72.63,405.2,0.987149972,2
36.05,99.9,72.47,199.9,0.963035614,2
35.32,99.9,72.74,108.5,0.95229985,2
34.46,99.9,72.47,62.06,0.946845048,2
35.92,99.9,72.63,72.06,0.948019639,2
36.54,100,72.35,115.2,0.953086826,2
35.92,99.8,72.29,104.4,0.951818267,2
37.02,99.8,72.24,22.23,0.942166651,2
36.89,99.8,71.57,69.24,0.947688404,2
37.02,99.8,71.57,199.1,0.962941646,2
36.89,99.8,72.32,184.2,0.961191505,2
36.89,99.8,71.51,131.9,0.955048393,2
37.5,99.8,71.51,112.3,0.952746194,2
37.63,99.8,72.12,16.06,0.941441928,2
37.84,96.5,72.43,-129.9,0.924297594,2
40.3,95.8,72.3,-169.3,0.919669705,2
40.18,92.5,71.96,-187.4,0.917543695,2
39.93,99.9,72.57,-232.6,0.912234542,2
39.7,95.9,72.68,-60.27,0.932476273,2
38.23,96.8,72.48,-76.45,0.930575785,2
38.83,96.3,72.3,-111.5,0.926458842,2
40.68,96.8,73.08,-87.1,0.929324845,2
39.59,94.4,73.06,-157,0.921114452,2
38.85,95,72.66,-170.8,0.919493516,2
38.7,88.3,73.24,-221.3,0.91356183,2
43.25,72.51,72.7,-235.1,0.911940895,2
42.88,58.87,72.9,-241.9,0.911142173,2
41.79,58.54,72.81,-247.3,0.910507893,2
41.04,65.69,72.16,-244,0.910895508,2
42.28,60.92,73.22,-249,0.910308213,2
41.79,68.84,72.81,-242,0.911130427,2
41.3,72.73,72.87,-227,0.912892313,2
42.41,71.84,72.67,-235.8,0.911858673,2
41.54,73.27,72.68,-251.2,0.910049803,2
41.77,72.1,72.57,-255.2,0.909579966,2
43.25,65.35,73.24,-230.9,0.912434223,2
46.53,55.1,72.89,-246.5,0.910601861,2
48.72,55.22,72.45,-271.5,0.907665382,2
50.18,47.24,72.33,-274.2,0.907348243,2
51.53,45.6,72.21,-282.8,0.906338094,2
51.87,39.39,72.98,-296.9,0.904681921,2
54.32,34.14,73.18,-317.4,0.902274009,2
52.14,35.92,71.46,-341.9,0.89939626,1
49.57,30.74,73,-331.1,0.900664819,2
49.82,37.15,73.81,-330.4,0.90074704,2
48.84,36.54,73.86,-310,0.903143206,2
48.5,39.62,73.55,-325.4,0.901334336,2
45.95,36.56,73.44,-265,0.908428867,2
42.91,42.72,73.46,-255.7,0.909521237,2
39.59,57.05,74.47,-250.6,0.910120278,2
38.99,61.22,73.97,-243.9,0.910907254,2
38.25,66.67,73.98,-250.8,0.910096786,2
38.61,69.26,73.86,-244.2,0.910872017,2
38.98,71.37,74.47,-260.6,0.908945687,2
39.71,61.82,74.06,-263.7,0.908581564,2
38.73,64.14,73.73,-262.4,0.90873426,2
39.71,74.72,73.66,-215.5,0.914243093,2
39.84,80.4,73.66,-223.2,0.913338658,2
41.04,87.3,73.91,-259.7,0.9090514,2
42.88,78.04,73.64,-298.6,0.90448224,2
45.9,68.11,73.58,-298.6,0.90448224,2
49.69,69.6,74.28,-335.5,0.900147998,2
52.98,58.75,73.91,-357.8,0.89752866,1
53.83,44.91,74.39,-379.1,0.895026781,1
55.64,44.35,74.5,-407.9,0.891643958,1
57.1,44.75,74.05,-406.6,0.891796655,1
57.23,47.21,74.24,-395.1,0.893147435,1
55.16,53.68,74.15,-353.6,0.898021988,1
53.71,60.58,74.46,-288.5,0.905668577,2
52.76,55.28,75.49,-297.9,0.904564462,2
49.6,57.07,75.71,-180.2,0.9183894,2
48.37,62.26,75.44,-56.46,0.932923793,2
46.81,61.66,75.79,39.89,0.944240979,2
45.21,64.39,75.99,98.2,0.951090021,2
45.46,66.37,76.19,139.6,0.955952828,2
44.84,71.21,76.73,178.6,0.960533734,2
45.46,82.1,76.6,201.5,0.963223548,2
45.83,81.5,76.6,86.9,0.949762733,2
46.93,76.6,76.6,32.44,0.943365909,2
46.68,76.66,76.74,-50.04,0.93367788,2
47.39,79.58,76.64,-140.1,0.923099511,2
48.62,74.94,76.64,-209.6,0.914936102,2
50.31,68.3,76.69,-291.7,0.905292708,2
51.78,59.44,76.49,-315.8,0.902461943,2
53.48,52.21,76.38,-330.9,0.90068831,2
56.77,45.65,77.01,-360.5,0.89721152,1
60.42,40.26,75.71,-373.7,0.89566106,1
61.02,36.78,75.53,-375.6,0.895437888,1
64.68,31.19,76.3,-412.2,0.891138884,1
64.4,32.47,75.34,-383.3,0.894533452,1
64.03,31.04,76.01,-353.7,0.898010242,1
65.39,29.61,76.6,-296.6,0.904717158,2
62.59,31.6,75.89,-75.37,0.93070264,2
60.91,29.63,77.45,-195,0.916651005,2
63.65,30.73,77.14,20.11,0.941917638,2
59.74,39.4,76.71,93.3,0.950514471,2
57.67,41.45,78.43,133.7,0.95525982,2
56.07,40.97,78.43,317.3,0.976825315,2
53.99,44.85,78.97,315.6,0.976625634,2
54.11,43.49,78.97,282.7,0.972761229,2
54.72,41.45,77.63,262.9,0.970435538,2
53.87,47.17,77.9,312.4,0.976249765,2
53.87,46.42,78.97,151.3,0.9573271,2
54.11,47.78,78.03,333.3,0.978704661,2
53.99,50.03,78.97,365.3,0.982463353,2
54.36,49.35,78.3,416.4,0.988465514,2
54.36,48.53,78.7,425.8,0.98956963,2
55.06,48.11,79.28,322.9,0.977483086,2
58,44.43,78.62,313.7,0.976402462,2
61.04,41.28,78.93,331.1,0.978446251,2
62.87,37.6,79.33,348.7,0.980513531,2
63.94,32.21,78.98,-7999,0,0
66.73,29.41,78.35,475,0.995348619,2
67.22,26.07,78.89,150.7,0.957256625,2
67.95,26.75,78.08,69.16,0.947679008,2
65.26,27.43,78.22,-76.67,0.930549944,2
62.84,28.12,78.71,514.6,1,2
62.02,30.99,79.06,474.8,0.995325127,2
59.25,31.83,80.5,-7999,0,0
56.07,36.67,80.2,-7999,0,0
53.02,43.84,81,-7999,0,0
51.81,47.39,81.3,-7999,0,0
49.97,49.3,81.5,-7999,0,0
49.97,48.96,80.3,-7999,0,0
50.09,49.71,81.3,-7999,0,0
50.46,48.35,81.1,-7999,0,0
49.85,51.28,81.6,-7999,0,0
50.09,51.28,81.1,-7999,0,0
50.71,50.87,81.3,-7999,0,0
50.58,51.14,80.7,-7999,0,0
50.2,53.38,81,-7999,0,0
50.31,53.44,81.1,-7999,0,0
53.74,47.92,81,-7999,0,0
56.65,40.34,80.9,-7999,0,0
58.6,29.23,81.3,-7999,0,0
59.44,29.16,80.5,-7999,0,0
61.65,24.18,81.1,-7999,0,0
59.16,25.67,81,-7999,0,0
59.29,25.74,80.9,-7999,0,0
56.36,32.28,81.4,-7999,0,0
56.5,32.83,81.5,-7999,0,0
56.41,34.68,81.6,-7999,0,0
54.74,41.93,81.8,-7999,0,0
50.21,49.1,81.6,-7999,0,0
48.16,50.95,82.9,-7999,0,0
45.58,54.84,82.9,-7999,0,0
44.35,54.57,83.2,-7999,0,0
46.79,46.3,82.9,-7999,0,0
47.76,43.91,83.4,-7999,0,0
49.11,42.41,83,-7999,0,0
49.23,43.23,83.5,-7999,0,0
48.99,48.69,83.5,-7999,0,0
47.15,71.87,82.1,-7999,0,0
47.64,80.1,83.8,-7999,0,0
48.01,81.4,83.3,-7999,0,0
49.22,75.61,82.5,-7999,0,0
51.41,68.3,83.5,-7999,0,0
54.82,57.99,82.8,-7999,0,0
56.77,50.97,82.6,-7999,0,0
57.86,49.33,82.7,-7999,0,0
58.22,46.05,82.7,-7999,0,0
58.83,44.48,83.1,-7999,0,0
58.95,43.94,83.2,-7999,0,0
56.74,49.52,83.5,-7999,0,0
56.13,50.82,83.3,-7999,0,0
54.22,53.3,83.9,-7999,0,0
53.02,56.32,84,-7999,0,0
49.23,62.12,84.3,-7999,0,0
46.44,67.39,84.7,-7999,0,0
43.75,71.15,83.7,-7999,0,0
42.53,71.98,84.7,-7999,0,0
42.16,70.82,84.2,-7999,0,0
41.67,72.67,84.7,-7999,0,0
42.28,74.3,84.2,-7999,0,0
42.41,76.21,83.9,-7999,0,0
41.55,83.6,85.3,-7999,0,0
42.03,82,85,-7999,0,0
42.02,87.5,85,-7999,0,0
43.37,84,85.3,-7999,0,0
44.45,78.49,85.2,-7999,0,0
47.38,67.29,85.1,-7999,0,0
50.43,60.67,85,-7999,0,0
51.41,59.03,85.3,-7999,0,0
52.97,55.2,84.8,-7999,0,0
54.9,49.25,85.2,-7999,0,0
55.49,40.66,85.5,-7999,0,0
56.97,37.53,84.4,-7999,0,0
56.13,39.65,85.4,-7999,0,0
55.28,41.83,85.6,-7999,0,0
55.67,38.09,85.5,-7999,0,0
53.65,39.41,86.2,-7999,0,0
48.16,43.72,86.1,478.9,0.995806709,2
46.32,45.5,86.9,-7999,0,0
44,54.72,86.8,485.3,0.996558448,2
41.56,60.05,86.6,429.6,0.990015974,2
40.57,63.66,86.6,298.2,0.974581846,2
41.55,64.68,87,36.81,0.943879205,2
41.8,67.89,87,-7999,0,0
41.3,76.62,86.9,-7999,0,0
42.28,78.32,86.9,-7999,0,0
41.9,86.9,86.9,-7999,0,0
43.12,87.5,86.7,-7999,0,0
43.86,87.2,86,-7999,0,0
45.31,80.9,86.3,-7999,0,0
47.87,65.79,87,-7999,0,0
51.17,59.65,87.1,-7999,0,0
52.01,57.19,86.2,-7999,0,0
52.73,53.15,86.2,-7999,0,0
55.64,50.27,87.1,-7999,0,0
56.71,47.53,86.7,-7999,0,0
58.06,39.29,86.1,-7999,0,0
57.11,41.48,87.4,479.1,0.995830201,2
54.9,46.87,87.4,481.3,0.996088611,2
54.94,48.99,87.5,-7999,0,0
52.3,48.28,87.9,390.6,0.985435069,2
49.51,55.39,88.3,393.6,0.985787446,2
46.81,65.76,88.9,392.6,0.985669987,2
44.74,73.14,88.9,394,0.98583443,2
41.55,82,89.4,399,0.986421725,2
41.55,95.2,89.2,403,0.986891562,2
40.82,96.1,88.6,412.2,0.987972186,2
40.94,97.6,89.2,416,0.98841853,2
41.06,99.9,89,430.1,0.990074704,2
40.82,99.8,88.9,-7999,0,0
40.08,100,88.8,36.81,0.943879205,2
40.2,97,88.7,36.4,0.943831047,2
41.16,95.7,88.7,36,0.943784063,2
42.26,91.1,88.8,35.6,0.943737079,2
44.94,80.8,88.5,36.13,0.943799333,2
48.11,71.38,88.7,370.3,0.983050648,2
49.82,64.69,88.5,370.6,0.983085886,2
51.26,57.85,88.7,370.6,0.983085886,2
53.82,52.39,88,370.1,0.983027157,2
53.43,47.55,88.4,379.3,0.98410778,2
54.78,45.37,87.5,407.3,0.987396636,2
52.47,47.69,87.6,396.1,0.986081094,2
49.17,52.2,89.1,379.8,0.98416651,2
47.36,55.83,88.6,382.2,0.984448412,2
47.79,52.39,89.3,376.2,0.983743657,2
43.63,59.9,90.1,380,0.984190002,2
41.31,68.58,90.1,377,0.983837625,2
38.75,75.97,90.3,379.3,0.98410778,2
36.79,80.2,90.3,378.4,0.984002067,2
36.67,79.86,90.3,379,0.984072543,2
37.28,78.29,90.3,378,0.983955084,2
36.55,81.4,90.5,376.3,0.983755403,2
36.3,82.9,90.3,376.5,0.983778895,2
36.04,93.8,90.2,376.2,0.983743657,2
37.13,98.8,90.1,375.3,0.983637944,2
37.99,95.1,90.2,373.7,0.983450009,2
38.61,94.9,90.1,372.4,0.983297313,2
39.93,91.6,90,370.8,0.983109378,2
42.14,83.5,90,367.2,0.982686525,2
45.06,71.8,90.1,367.2,0.982686525,2
47.24,68.78,90.2,366.7,0.982627796,2
49.31,62.36,89.3,365.9,0.982533828,2
52.24,56.22,90.3,365.1,0.982439861,2
51.84,54.84,89.9,363.9,0.98229891,2
51.61,53.76,90,368.9,0.982886206,2
50.14,54.44,89.8,371.9,0.983238583,2
49.44,54.19,89.3,376,0.983720165,2
45.92,64.58,90.1,369.4,0.982944935,2
43.64,69.4,90.5,374.1,0.983496993,2
39.25,80.6,90.7,375.7,0.983684928,2
34.21,96.4,91,374.3,0.983520485,2
32.49,99.9,91.1,374.5,0.983543977,2
32,99.8,91.1,374.2,0.983508739,2
32.37,99.1,91.1,373.8,0.983461755,2
32.74,97,91.1,372.8,0.983344296,2
33.11,96.9,91.1,372.4,0.983297313,2
33.47,98.8,91.1,371.9,0.983238583,2
34.09,95.8,91.1,371.2,0.983156362,2
35.07,94,91.1,370.6,0.983085886,2
35.19,93,91,369.3,0.982933189,2
35.19,88.7,91.1,368.2,0.982803984,2
35.54,86.1,91.2,365.8,0.982522082,2
36.52,84.4,90.9,361,0.981958279,2
37.6,80.4,91,336.5,0.97908053,2
38.83,77.97,90.7,-7999,0,0
41.13,71.39,90.6,-7999,0,0
44.19,63.82,90.6,-7999,0,0
43.21,66.75,91,-7999,0,0
41.9,70.19,90.7,-7999,0,0
40.67,73.4,91.2,-7999,0,0
38.36,82.2,91.2,-7999,0,0
36.03,91.1,91.3,-7999,0,0
35.67,87.6,91.6,-7999,0,0
34.46,93.8,91.8,-7999,0,0
32.25,99.9,91.9,-7999,0,0
32,98.6,91.9,-7999,0,0
31.88,95.3,91.9,-7999,0,0
32.12,93.9,91.9,-7999,0,0
32.37,91.5,91.9,-7999,0,0
32.12,92.5,91.9,-7999,0,0
32.25,91,92,-7999,0,0
32.12,91.6,91.9,-7999,0,0
32.49,87.8,92.1,-7999,0,0
32.25,88.6,92.1,-7999,0,0
32.61,84.2,92.1,-7999,0,0
33.35,81.5,92.1,-7999,0,0
33.72,83.8,92.1,-7999,0,0
34.31,80.6,92,-7999,0,0
36.4,73.69,92,-7999,0,0
37.11,71.15,91.8,-7999,0,0
36.86,72.71,91.4,-7999,0,0
36.85,73.39,91.8,-7999,0,0
38.95,67.87,91.5,-7999,0,0
37.01,76.08,92,-7999,0,0
35.17,83.7,91.7,-7999,0,0
33.47,84.9,91.7,-7999,0,0
31.88,91.1,92.1,-7999,0,0
30.18,93.8,92,-7999,0,0
28.71,95,92.2,-7999,0,0
29.32,95.9,92.2,-7999,0,0
28.46,94.6,92.2,-7999,0,0
28.71,92.9,92.3,-7999,0,0
29.2,92.1,92.4,-7999,0,0
29.44,90,92.4,-7999,0,0
29.56,89,92.3,490.7,0.997192727,2
30.65,82.4,92.3,488.9,0.996981301,2
31.02,78.5,92.4,486.8,0.996734636,2
32.12,77.68,92.4,484.1,0.996417497,2
33.6,69.42,92.6,480.3,0.995971152,2
34.7,62.8,92.6,476.3,0.995501316,2
35.41,55.07,92.5,471.5,0.994937512,2
39.09,50.49,92.3,455.8,0.993093403,2
40.05,41.13,92.4,444.8,0.991801353,2
41.75,39.75,92.3,433.7,0.990497557,2
